longitude,latitude,SAUID,SAFIELD000,SAFIELD001,SAFIELD002,SAFIELD003,SAFIELD004,SAFIELD005,SAFIELD006,SAFIELD007,SAFIELD008,SAFIELD009,SAFIELD010
139.1187196,37.83381538,1751,新津第二中学校,荻島１丁目15番17号,0250-22-0741,0250-22-6552,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549279,1779,51220
139.1492165,37.82423147,1756,満日小学校,七日町17番地乙,0250-22-1106,0250-22-6507,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549274,807,51080
139.1215145,37.8281629,1759,結小学校,結132番地,0250-22-0742,0250-22-6512,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549270,1737,51040
138.9397035,37.86825599,1832,新潟大学,五十嵐２の町8050番地,025-262-6023, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549192,2683,71410
138.9200174,37.84736536,1833,新潟西高等学校,内野関場4699番地,025-262-1561, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549191,1011,71310
138.9308541,37.85577135,1836,内野中学校,内野西１丁目10番１号,025-262-3161,025-262-3162,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549188,2085,71220
138.9119098,37.85033895,1837,西内野小学校,内野上新町308番地１,025-261-0480,025-261-0780,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549187,1532,71130
138.9349114,37.85912739,1842,内野小学校,内野山手２丁目18番36号,025-262-3121,025-262-3122,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549182,1867,71030
138.9127339,37.84995664,1843,西コミュニティセンター,内野上新町11810番地,025-262-0377, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549181,423,71520
138.9610263,37.87902907,1852,五十嵐小学校,寺尾西４丁目23番１号,025-269-3117,025-269-3118,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549172,1691,71100
138.9489789,37.85832223,1892,日本文理高等学校,新通1072番地,025-260-1000, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西区,屋内,西区,398,995,71430
139.0126162,37.8468957,1765,黒埼中学校,大野町2540番地１,025-377-2049,025-377-0802,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,黒埼地区,屋内,西区,5549264,2463,71280
139.0031233,37.87287186,1766,立仏小学校,立仏950番地,025-377-5521,025-377-0711,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,黒埼地区,屋内,西区,5549263,1432,71180
139.0124033,37.86934621,1767,山田小学校,山田2781番地２,025-377-2114,025-377-0707,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,黒埼地区,屋内,西区,5549262,1251,71170
139.0186787,37.88347741,1798,鳥屋野小学校,美咲町２丁目４番地７,025-284-7253,025-284-7256,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,南地区,屋内,中央区,5549229,2051,31140
138.9954469,37.8765408,1844,新潟工業高等学校,小新西１丁目５番１号,025-266-1101, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549180,989,71320
138.9932137,37.87278594,1845,小新中学校,小新西３丁目18番１号,025-233-1825,025-233-1826,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549179,1923,71270
138.9655291,37.88535343,1846,五十嵐中学校,上新栄町５丁目３番１号,025-260-1490,025-260-1491,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549178,2213,71260
139.001996,37.88806452,1847,小針中学校,小針１丁目37番１号,025-267-1851,025-267-1852,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549177,2074,71250
138.9695849,37.87490041,1848,坂井輪中学校,寺尾上３丁目１番36号,025-269-2009,025-269-3109,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549176,2322,71210
138.9709924,37.86802578,1850,坂井東小学校,坂井東５丁目17番１号,025-260-2117,025-260-2118,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549174,1374,71120
138.9866535,37.88064328,1851,坂井輪小学校,坂井東１丁目２番１号,025-231-3201,025-231-1766,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549173,2016,71110
138.9642805,37.87039413,1855,新通小学校,坂井東６丁目18番１号,025-269-2004,025-269-2810,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549169,2075,71020
138.9960796,37.88874699,1856,小針小学校,小針２丁目36番１号,025-265-3231,025-265-3232,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549168,1909,71010
138.9674938,37.88101845,1857,五十嵐コミュニティハウス,上新栄町４丁目５番68号,025-260-3890, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549167,103,71620
138.9854412,37.88667816,1859,坂井輪コミュニティセンター,小針西１丁目12番地12,025-232-0125, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549165,208,71510
139.0107772,37.85643815,1882,黒埼市民会館,鳥原909番地１,025-377-1420, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西区,屋内,西区,9326925,789,71710
139.0504725,37.87982597,1528,食育・花育センター,清五郎401番地,025-282-4181, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,中央区,屋内,中央区,396,495,32420
139.0693938,37.88496373,1538,山潟会館,長潟827番地,025-286-0155, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,中央区,屋内,中央区,9326917,263,32210
139.0871164,37.86181407,1554,早通小学校,早通５丁目７番２号,025-381-2234,025-381-2180,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549505,1077,41110
139.0937634,37.86920656,1612,亀田西中学校,早苗３丁目１番８号,025-382-7446,025-382-7445,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549439,1969,41260
139.0854322,37.88857431,1771,山潟中学校,山二ツ１番地１,025-286-5369,025-286-5389,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,石山地区,屋内,中央区,5549258,1872,31390
139.0716324,37.88897939,1781,山潟小学校,弁天橋通３丁目３番１号,025-286-6796,025-286-4489,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,石山地区,屋内,中央区,5549247,1475,31120
139.0429219,37.8877716,1784,新潟江南高等学校,女池南３丁目６番１号,025-283-0326, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,南地区,屋内,中央区,5549244,843,31570
139.0428405,37.85589474,1790,曽野木中学校,曽川甲387番地１,025-280-6414,025-280-6004,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,南地区,屋内,江南区,5549238,1964,41220
139.0485231,37.86859591,1793,東曽野木小学校,鐘木214番地１,025-284-5998,025-284-9974,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,南地区,屋内,江南区,5549235,1250,41060
139.0326085,37.85751845,1796,曽野木小学校,天野２丁目７番１号,025-280-6003,025-280-6600,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,南地区,屋内,江南区,5549231,1513,41030
139.1086433,37.88129804,1537,新潟向陽高等学校,亀田向陽４丁目３－１,025-382-3221, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,江南区,屋内,江南区,9326919,892,41310
139.0974796,37.85601374,1605,亀田総合体育館,茅野山３丁目１番13号,025-381-1222,025-381-7077,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549446,1280,41730
139.1040522,37.86735605,1606,亀田市民会館,船戸山５丁目７番２号,025-382-3780, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549445,667,41610
139.1033121,37.88349083,1607,亀田第五保育園,亀田中島２丁目４番14号,025-382-5440, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549444,172,41580
139.1049484,37.87338968,1608,亀田第四保育園,西町４丁目６番24号,025-381-2296, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549443,316,41570
139.1152742,37.867514,1609,亀田第三保育園,亀田東町３丁目５番15号,025-382-4870, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549442,200,41560
139.1116514,37.87394305,1610,亀田第二保育園,諏訪１丁目６番10号,025-381-2095, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549441,193,41550
139.1102889,37.86696149,1611,亀田第一保育園,亀田新明町２丁目６番１号,025-381-2627, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549440,158,41540
139.1112641,37.86292956,1613,亀田中学校,城山１丁目３番５号,025-382-3191,025-382-4230,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549438,2225,41250
139.1108743,37.86847903,1614,亀田小学校,亀田新明町１丁目１番46号,025-381-6124,025-381-6125,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549437,1732,41080
139.1185375,37.8690583,1615,亀田東小学校,亀田水道町３丁目２番45号,025-381-4196,025-381-4197,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549436,1695,41090
139.0996301,37.87040142,1616,亀田西小学校,亀田四ツ興野４丁目１番１号,025-382-3041,025-382-3042,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,亀田地区,屋内,江南区,5549435,1836,41100
139.1613861,37.87518248,1659,横越小杉保育園,小杉３丁目14番16号,025-385-3303, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,横越地区,屋内,江南区,5549386,134,41530
139.1491369,37.85488621,1661,横越中央保育園,横越中央３丁目２番８号,025-385-3302, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,横越地区,屋内,江南区,5549384,319,41510
139.136561,37.85280699,1663,横越地区勤労者総合福祉センター,横越川根町２丁目20番１号,025-385-5211,025-385-5212,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,横越地区,屋内,江南区,5549382,314,41810
139.1622048,37.87381084,1664,小杉地区コミュニティセンター,小杉３丁目11番26号,025-385-2213, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,横越地区,屋内,江南区,5549381,214,41410
139.1144229,37.84686904,1666,横越体育センター・二本木地区コミュニティセンター,二本木３丁目２番50号,025-381-6871, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,横越地区,屋内,江南区,5549379,447,41720
139.1443186,37.85829405,1667,横越総合体育館,いぶき野１丁目１番１号,025-385-4477,025-385-3300,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,横越地区,屋内,江南区,5549377,1021,41710
139.150999,37.85472311,1668,横越中学校,横越中央３丁目４番１号,025-385-2013,025-385-3718,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,横越地区,屋内,江南区,5549376,2116,41240
139.148233,37.85251301,1669,横越小学校,横越中央６丁目３番１号,025-385-3551,025-385-4867,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,横越地区,屋内,江南区,5549375,1613,41070
139.1397911,37.8854104,1772,大江山中学校,西山491番地,025-276-2632,025-276-2952,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,石山地区,屋内,江南区,5549256,1543,41210
139.1300384,37.87919431,1779,丸山小学校,丸山300番地,025-276-2601,025-276-2762,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,石山地区,屋内,江南区,5549249,1198,41010
139.2134033,37.88588599,1545,長浦コミュニティセンター,長場1834－１,025-387-2061, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,北区,屋内,北区,9326910,175,11450
139.1786739,37.88415144,1546,岡方コミュニティセンター,長戸呂4601,025-387-3351, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,北区,屋内,北区,9326909,125,11440
139.1858111,37.87725726,1676,越岡保育園,十二321,025-387-5600,025-387-5600,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,豊栄地区,屋内,北区,5549368,239,11530
139.1677611,37.88699034,1687,岡方中学校,太子堂104,025-387-3338,025-387-3232,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,豊栄地区,屋内,北区,5549357,1030,11270
139.2136435,37.87876314,1691,豊栄南小学校,長場2621,025-387-2274,025-384-7228,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,豊栄地区,屋内,北区,5549353,847,11130
139.1860143,37.87688116,1693,岡方第一小学校,長戸呂985,025-387-3335,025-384-7216,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,豊栄地区,屋内,北区,5549351,972,11110
139.0230112,37.89436752,1782,上山コミュニティハウス,網川原２丁目１-15,025-283-7460, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,南地区,屋内,中央区,5549246,115,31840
139.0286177,37.89512151,1788,上山中学校,女池上山５-１-13,025-284-6166,025-284-6167,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,南地区,屋内,中央区,5549240,1984,31380
139.0080155,37.89601035,1849,東青山小学校,青山261番地１,025-231-9611,025-231-9623,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549175,1616,71140
138.9807971,37.89203644,1853,真砂小学校,真砂３丁目24番１号,025-267-1850,025-267-5212,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549171,1548,71090
138.9895337,37.89735227,1854,青山小学校,西有明町４番１号,025-267-0433,025-267-0434,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549170,1409,71080
138.9974364,37.90063969,1858,青山コミュニティハウス,青山６丁目16番地20,025-233-2990, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,坂井輪地区,屋内,西区,5549166,97,71610
139.0280098,37.91505292,1860,新潟商業高等学校,白山浦２丁目68番２号,025-266-0101, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,本庁,屋内,中央区,5549163,931,31580
139.0234655,37.91509295,1861,新潟高等学校,関屋下川原町２丁目635番地,025-266-2131, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,本庁,屋内,中央区,5549162,1161,31540
139.0092233,37.91071546,1869,関屋中学校,浜浦町２丁目１番地,025-266-4131,025-266-4132,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,本庁,屋内,中央区,5549153,2108,31310
139.0112303,37.90204854,1870,有明台小学校,有明台４番１号,025-266-7176,025-266-7177,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,本庁,屋内,中央区,5549152,1569,31170
139.0251498,37.91598476,1875,関屋小学校,関屋下川原２丁目664番地,025-266-2166,025-266-2167,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,本庁,屋内,中央区,5549147,1123,31020
139.0132909,37.91231981,1876,浜浦小学校,浜浦町１丁目１番地,025-266-3181,025-266-3182,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,本庁,屋内,中央区,5549146,1551,31010
139.0224459,37.91092412,1880,関屋コミュニティハウス,関屋田町４丁目566-１,025-266-1348, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,本庁,屋内,中央区,5549142,98,31820
139.042463,37.92661046,1530,新潟市教育相談センター,中央区西大畑町458番地1,025-222-8600,025-222-8303,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。, ,屋内,中央区,403,972,403
139.0604389,37.92009933,1531,宮浦中学校,万代５丁目６番１号,025-247-5341,025-247-5342,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,東地区,屋内,中央区,5549212,2148,31370
